MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice,YrSold
120,RL,53.0,3684,Pave,Reg,Inside,Blmngtn,Norm,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1373,1373,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,Fin,660,TA,TA,Y,143,20,0,0,0,6,Normal,174000,2009
20,RL,182.0,14572,Pave,IR3,Corner,Gilbert,Norm,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,230,1530,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,630,TA,TA,Y,144,36,0,0,0,11,Family,259000,2007
60,RL,59.0,11796,Pave,IR1,Inside,Gilbert,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,1112,0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004.0,Fin,434,TA,TA,Y,100,48,0,0,0,7,Normal,215000,2007
90,RM,60.0,7200,Pave,Reg,Inside,OldTown,Norm,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,936,GasA,TA,Y,SBrkr,0,1,1,0,2,1,TA,4,Typ,0,Detchd,1980.0,Unf,672,TA,TA,Y,49,0,0,0,0,8,Normal,140000,2007
50,RL,65.0,7804,Pave,Reg,Inside,SWISU,Norm,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,500,1122,GasA,TA,Y,SBrkr,653,1,2,0,4,1,Gd,7,Min2,2,Detchd,1981.0,Unf,576,TA,TA,Y,431,44,0,0,0,12,Normal,135000,2009
70,RM,90.0,9900,Pave,Reg,Inside,OldTown,Norm,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,1008,1008,GasW,TA,Y,SBrkr,1032,0,2,0,5,1,Fa,8,Typ,0,Detchd,1930.0,Unf,205,Fa,TA,N,0,48,0,0,0,5,Normal,117500,2007
60,RL,80.0,9828,Pave,IR1,Inside,SawyerW,Norm,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,544,1128,GasA,Ex,Y,SBrkr,878,0,2,1,3,1,Gd,8,Typ,1,Attchd,1995.0,RFn,466,TA,TA,Y,0,155,0,0,0,6,Normal,239500,2009
60,RL,57.0,8773,Pave,IR1,Inside,Gilbert,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,916,916,GasA,Gd,Y,SBrkr,684,0,2,1,3,1,TA,7,Typ,1,Attchd,1997.0,Fin,460,TA,TA,Y,100,38,0,0,0,8,Normal,169000,2007
30,RM,60.0,6180,Pave,Reg,Corner,BrkSide,Norm,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,960,960,GasA,TA,N,SBrkr,0,0,1,0,2,1,TA,5,Typ,1,Detchd,1926.0,Unf,180,TA,TA,Y,0,128,0,0,0,5,Normal,102000,2007
50,RL,80.0,9600,Pave,Reg,Inside,NAmes,Norm,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,752,1032,GasA,TA,Y,FuseA,220,0,1,0,3,1,TA,6,Typ,0,Attchd,1950.0,Unf,288,TA,TA,Y,0,0,96,0,0,4,Abnorml,119000,2008
30,RL,98.0,8731,Pave,IR1,Inside,BrkSide,Norm,1Story,5,5,1920,1950,Gable,CompShg,Stucco,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,270,915,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,6,Maj1,1,Detchd,1972.0,Unf,495,TA,TA,Y,0,0,216,126,0,5,Normal,144000,2007
20,RL,60.0,7350,Pave,Reg,Corner,NAmes,Norm,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,100,952,GasA,TA,Y,SBrkr,0,1,1,0,2,1,TA,4,Typ,0,Detchd,1988.0,Unf,840,TA,TA,Y,0,0,0,0,0,6,Abnorml,139000,2008
60,RL,77.0,9965,Pave,Reg,Inside,CollgCr,Norm,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,316,1466,GasA,Ex,Y,SBrkr,1362,1,3,0,4,1,Gd,11,Typ,1,BuiltIn,2006.0,RFn,1052,TA,TA,Y,125,144,0,0,0,4,Partial,424870,2007
190,RL,60.0,12180,Pave,Reg,Inside,Edwards,Norm,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,324,672,Grav,Fa,N,FuseA,252,1,1,0,2,1,Fa,5,Typ,0,Detchd,1941.0,Unf,280,TA,TA,Y,0,0,0,0,0,7,Normal,80000,2010
50,RM,52.0,6240,Pave,Reg,Inside,BrkSide,Norm,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1042,1042,GasA,Ex,Y,SBrkr,534,0,1,0,3,1,TA,8,Typ,1,Detchd,1928.0,Unf,225,TA,TA,Y,0,0,0,0,0,8,Family,149000,2006
70,RL,75.0,12000,Pave,Reg,Inside,Crawfor,Norm,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,429,704,GasA,Ex,Y,SBrkr,704,0,1,1,3,1,Fa,7,Typ,1,Attchd,1941.0,Unf,234,TA,TA,Y,0,0,0,0,0,7,Normal,174500,2009
70,RM,50.0,9000,Pave,Reg,Inside,OldTown,Artery,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,26,650,GasA,Ex,Y,SBrkr,650,0,1,0,3,1,TA,7,Typ,0,Detchd,1930.0,Unf,324,TA,TA,Y,0,0,0,0,0,7,Normal,143000,2009
20,RL,57.0,8280,Pave,IR1,Inside,NAmes,Norm,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,932,932,GasA,Ex,Y,FuseA,0,0,1,0,2,1,Gd,4,Typ,1,Attchd,1950.0,Unf,306,TA,TA,Y,0,0,214,0,0,11,Normal,124000,2007
20,RL,134.0,17755,Pave,Reg,Inside,Edwards,Norm,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,1290,1466,GasA,TA,Y,SBrkr,0,0,1,1,3,1,Fa,6,Typ,2,Attchd,1959.0,Fin,528,TA,TA,Y,0,140,0,100,0,11,Normal,149900,2006
20,RL,90.0,14115,Pave,IR1,Inside,Crawfor,Norm,1Story,6,7,1956,2004,Gable,CompShg,Stone,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,230,1073,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Ex,6,Typ,1,Attchd,1956.0,Fin,470,TA,TA,Y,0,0,280,0,0,7,Abnorml,230000,2006
20,RL,90.0,10768,Pave,IR1,Corner,Veenker,Norm,1Story,5,8,1976,2004,Gable,CompShg,Plywood,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,280,1437,GasA,TA,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,1,Attchd,1976.0,RFn,528,TA,TA,Y,0,21,0,180,0,7,Normal,218000,2007
80,RL,85.0,9350,Pave,Reg,Inside,NAmes,Norm,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,586,1219,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,1965.0,RFn,502,TA,TA,Y,0,92,0,0,0,10,Normal,179900,2008
120,RL,34.0,5001,Pave,IR1,Inside,NridgHt,Norm,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,410,1314,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,6,Typ,1,Attchd,2008.0,RFn,626,TA,TA,Y,172,62,0,0,0,7,Normal,230000,2009
20,RL,92.0,11932,Pave,Reg,FR2,Somerst,Feedr,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1580,1580,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,830,TA,TA,Y,0,24,0,0,0,6,Partial,235128,2008
60,RL,76.0,9120,Pave,Reg,Inside,NWAmes,Norm,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,459,901,GasA,TA,Y,SBrkr,933,0,2,1,4,1,Gd,8,Typ,1,Attchd,1974.0,RFn,540,Gd,TA,Y,0,69,0,0,0,7,Normal,185000,2008
160,RL,24.0,2280,Pave,Reg,Inside,NPkVill,Norm,2Story,6,5,1978,1978,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,544,855,GasA,Fa,Y,SBrkr,601,0,2,1,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,440,TA,TA,Y,26,0,0,0,0,7,Normal,146000,2010
20,RL,109.0,8724,Pave,Reg,Inside,Sawyer,Norm,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,402,894,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,1,Attchd,1968.0,Fin,450,TA,TA,Y,0,0,0,0,0,5,Normal,129000,2007
90,RL,60.0,12900,Pave,Reg,Inside,Sawyer,Feedr,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,1198,GasA,TA,Y,SBrkr,0,2,0,2,0,2,TA,6,Typ,0,CarPort,1969.0,Unf,400,Fa,TA,Y,120,0,0,0,0,1,Alloca,108959,2008
20,RL,79.0,9541,Pave,IR1,Inside,NridgHt,Norm,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1502,1502,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2009.0,RFn,644,TA,TA,Y,0,114,0,0,0,9,Partial,233170,2009
20,RL,64.0,10475,Pave,IR1,Corner,CollgCr,Norm,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1694,1694,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,776,TA,TA,Y,160,33,0,0,0,2,Normal,245350,2010
60,RL,58.0,10852,Pave,IR1,Inside,Gilbert,RRAn,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,173,959,GasA,Ex,Y,SBrkr,712,1,2,1,3,1,TA,7,Typ,1,Attchd,2000.0,Fin,472,TA,TA,Y,0,38,0,0,0,2,Normal,173000,2006
70,RL,120.0,13728,Pave,Reg,Corner,Edwards,Norm,2Story,6,7,1935,1986,Hip,CompShg,Stucco,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,501,1127,GasA,Ex,Y,SBrkr,872,0,2,0,4,1,Gd,7,Typ,2,Basment,1935.0,Unf,540,TA,TA,Y,0,0,0,90,0,7,Normal,235000,2008
60,RL,118.0,35760,Pave,IR1,CulDSac,NoRidge,Norm,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,543,1930,GasA,Ex,Y,SBrkr,1796,1,3,1,4,1,Gd,10,Typ,1,Attchd,1995.0,Fin,807,TA,TA,Y,361,76,0,0,0,7,Normal,625000,2006
80,RL,76.0,9880,Pave,Reg,Inside,Mitchel,Norm,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,574,1096,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1977.0,Fin,358,TA,TA,Y,203,0,0,0,576,7,Normal,171000,2008
20,RL,76.0,9120,Pave,Reg,Inside,NAmes,Norm,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,599,1261,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1958.0,RFn,433,TA,TA,Y,0,0,0,288,0,11,Normal,163000,2008
160,FV,35.0,4017,Pave,IR1,Inside,Somerst,Norm,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,625,625,GasA,Ex,Y,SBrkr,625,0,2,1,2,1,Gd,5,Typ,0,Detchd,2006.0,Fin,625,TA,TA,Y,0,54,0,0,0,3,Normal,171900,2008
70,RL,80.0,16560,Pave,IR1,Inside,Crawfor,Norm,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,449,952,GasA,TA,Y,SBrkr,1175,0,2,1,4,1,TA,9,Typ,1,Detchd,1932.0,Unf,360,TA,TA,Y,0,0,0,0,0,7,Normal,239000,2006
50,RL,85.0,10678,Pave,Reg,Inside,NoRidge,Norm,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,983,1683,GasA,Ex,Y,SBrkr,743,0,2,1,4,1,Gd,9,Typ,1,Attchd,1992.0,Fin,541,TA,TA,Y,0,33,0,0,0,4,Normal,285000,2007
20,RL,37.0,6951,Pave,IR1,CulDSac,Mitchel,Norm,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,218,876,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,5,Typ,0,Attchd,1984.0,Unf,264,TA,TA,Y,362,0,0,0,0,10,Normal,119500,2008
50,RL,54.0,7681,Pave,IR1,FR2,Crawfor,Norm,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,731,731,GasA,Ex,Y,SBrkr,523,0,1,1,3,1,TA,7,Typ,1,Detchd,1921.0,Unf,186,Fa,TA,Y,192,0,102,0,0,7,Normal,154900,2009
120,RM,64.0,5587,Pave,IR1,Inside,Crawfor,Norm,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,120,1600,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,2008.0,Fin,482,TA,TA,Y,162,53,0,0,0,11,Partial,392500,2008
60,RL,160.0,15623,Pave,IR1,Corner,NoRidge,Norm,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,300,2396,GasA,Ex,Y,SBrkr,2065,1,3,1,4,1,Ex,10,Typ,2,Attchd,1996.0,Fin,813,TA,TA,Y,171,78,0,0,555,7,Abnorml,745000,2007
30,RL,60.0,10800,Pave,Reg,Inside,OldTown,Norm,1Story,5,6,1920,1950,Hip,CompShg,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,299,1120,GasA,Ex,Y,SBrkr,0,1,1,0,2,1,TA,5,Typ,1,Detchd,1970.0,Unf,720,TA,TA,Y,229,0,0,0,0,6,Normal,120000,2006
20,RL,50.0,35133,Grvl,Reg,Inside,Timber,Norm,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,413,1572,GasA,Gd,Y,SBrkr,0,1,1,1,3,1,TA,5,Typ,2,2Types,1963.0,RFn,995,TA,TA,Y,0,263,0,263,0,5,Normal,186700,2007
50,RL,60.0,9738,Pave,Reg,Inside,Edwards,Norm,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,392,784,GasA,Gd,Y,SBrkr,272,1,1,0,4,1,TA,7,Typ,0,Attchd,1965.0,Unf,392,TA,TA,Y,0,0,236,0,0,3,Normal,104900,2006
190,RL,107.0,10615,Pave,IR1,Corner,OldTown,Artery,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,538,978,GasA,TA,Y,SBrkr,685,1,2,0,3,2,TA,7,Typ,0,CarPort,1920.0,Unf,420,Fa,Fa,Y,0,74,0,0,0,8,Abnorml,95000,2009
20,RL,89.0,12461,Pave,Reg,Corner,NoRidge,Norm,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,168,1624,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,1994.0,RFn,757,TA,TA,Y,0,114,192,0,0,7,Normal,262000,2006
60,RL,68.0,8935,Pave,IR1,Inside,CollgCr,Norm,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,831,831,GasA,Ex,Y,SBrkr,829,0,2,1,3,1,Gd,7,Typ,0,Attchd,2002.0,RFn,493,TA,TA,Y,144,68,0,0,0,7,Normal,195000,2009
60,RL,60.0,7500,Pave,Reg,Inside,Gilbert,Norm,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,994,994,GasA,Gd,Y,SBrkr,776,0,2,1,3,1,Gd,7,Typ,1,Attchd,1999.0,Fin,442,TA,TA,Y,140,60,0,0,0,6,Normal,189000,2010
160,FV,24.0,2645,Pave,Reg,Inside,Somerst,Norm,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,776,776,GasA,Ex,Y,SBrkr,677,0,2,1,2,1,Gd,5,Typ,0,Detchd,1999.0,Unf,492,TA,TA,Y,206,0,0,0,0,11,Normal,174000,2007
50,RM,60.0,9600,Pave,Reg,Inside,OldTown,Norm,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,702,702,GasA,Gd,Y,SBrkr,630,0,1,0,3,1,Gd,6,Typ,0,Detchd,1925.0,Unf,250,TA,Fa,P,0,0,84,0,0,7,Normal,125000,2007
60,RL,80.0,9364,Pave,Reg,Corner,Sawyer,Norm,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,292,663,GasA,TA,Y,SBrkr,689,0,1,1,4,1,TA,7,Typ,0,Attchd,1969.0,Fin,299,TA,TA,Y,379,36,0,0,0,3,Normal,158000,2010
60,RL,51.0,8029,Pave,IR1,Inside,Gilbert,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,0,2,1,3,1,Gd,8,Typ,0,Attchd,2005.0,Fin,400,TA,TA,Y,100,24,0,0,0,7,Normal,176000,2008
60,RL,58.0,14054,Pave,IR1,Inside,Gilbert,Norm,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,879,879,GasA,Ex,Y,SBrkr,984,0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2006.0,Fin,660,TA,TA,Y,100,17,0,0,0,11,Partial,219210,2006
75,RM,65.0,8850,Pave,IR1,Corner,OldTown,Norm,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,815,815,GasA,Ex,Y,SBrkr,875,0,1,0,3,1,TA,7,Typ,1,Detchd,1916.0,Unf,225,TA,TA,Y,0,0,330,0,0,7,Normal,144000,2006
20,RL,70.0,9100,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1212,1212,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2001.0,RFn,573,TA,TA,Y,356,0,0,0,0,6,Normal,178000,2009
20,RL,75.0,11235,Pave,Reg,Inside,Sawyer,Norm,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,504,1051,GasA,Gd,Y,SBrkr,0,0,1,1,3,1,TA,6,Typ,1,Attchd,1974.0,Unf,459,TA,TA,Y,0,82,0,0,0,10,Normal,148000,2006
20,RL,71.0,9353,Pave,Reg,Inside,NAmes,Norm,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,864,864,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1972.0,Unf,280,TA,TA,Y,0,0,0,0,0,7,Abnorml,116050,2006
60,RL,80.0,10400,Pave,Reg,Corner,CollgCr,Norm,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,866,866,GasA,Ex,Y,SBrkr,913,0,2,1,3,1,Gd,6,Typ,0,Attchd,1998.0,RFn,546,TA,TA,Y,198,36,0,0,0,3,Normal,197900,2009
50,RM,50.0,6000,Pave,Reg,Corner,BrkSide,Norm,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,884,GasA,Ex,Y,SBrkr,464,1,1,0,3,1,TA,5,Typ,1,Detchd,1960.0,Unf,216,TA,TA,N,0,0,208,0,0,5,Normal,117000,2009
20,RL,75.0,9750,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1630,1630,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2000.0,Unf,451,TA,TA,Y,74,234,0,0,0,10,Normal,213000,2009
20,RL,78.0,10140,Pave,Reg,Inside,NWAmes,Norm,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,268,1056,GasA,Ex,Y,SBrkr,0,1,1,1,3,1,TA,6,Typ,0,Attchd,1975.0,RFn,495,TA,TA,Y,0,88,0,0,0,7,Normal,153500,2006
20,RL,90.0,14684,Pave,IR1,CulDSac,SawyerW,Norm,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,1496,2158,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,1990.0,RFn,701,TA,TA,Y,84,70,0,0,0,6,Normal,271900,2009
20,RL,70.0,9135,Pave,Reg,Inside,CollgCr,Norm,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,1342,1682,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,544,TA,TA,Y,192,23,0,0,0,5,Normal,200000,2006
20,RL,70.0,7763,Pave,Reg,Inside,NAmes,Norm,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,319,931,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Detchd,1980.0,Unf,506,TA,TA,Y,0,0,0,0,0,10,Normal,140000,2008
20,RL,85.0,10182,Pave,IR1,CulDSac,Somerst,RRNn,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,440,1660,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,8,Typ,1,Attchd,2006.0,RFn,500,TA,TA,Y,322,50,0,0,0,5,Partial,290000,2006
60,RL,70.0,11218,Pave,Reg,Inside,SawyerW,Norm,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,1055,GasA,Ex,Y,SBrkr,790,0,2,1,3,1,Gd,8,Typ,1,Attchd,1992.0,RFn,462,TA,TA,Y,635,104,0,0,0,5,Normal,189000,2010
50,RL,152.0,12134,Pave,IR1,Inside,Gilbert,Norm,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,132,559,GasA,Gd,Y,SBrkr,672,0,2,0,4,1,TA,8,Typ,0,Basment,1988.0,RFn,492,TA,TA,Y,325,12,0,0,0,6,Normal,164000,2010
30,RL,50.0,9340,Pave,Reg,Inside,Edwards,Norm,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,328,672,GasA,TA,Y,SBrkr,0,1,1,0,2,1,TA,4,Typ,0,Attchd,1941.0,Unf,234,TA,TA,N,0,113,0,0,0,8,Normal,113000,2009
85,RL,69.0,10205,Pave,IR1,Inside,NAmes,Norm,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,141,925,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,300,TA,TA,Y,150,72,0,0,0,5,Normal,134500,2006
20,RL,99.0,7094,Pave,IR1,Inside,Sawyer,Norm,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,340,894,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1966.0,RFn,384,TA,TA,Y,0,0,0,0,0,5,Normal,125000,2007
